finance_id,project_id,expense_type,amount,expense_date,approval_status,approved_by,is_anomaly
EXP0933,,Hardware,2202,2025-07-08,Pending,,0
EXP0934,,Maintenance,2658,2026-03-08,Approved,,0
EXP0935,,Hardware,5335,2025-10-18,Pending,,0
EXP0936,,Office Supplies,61208,2024-10-02,Rejected,,0
EXP0937,,Recruitment,95251,2025-01-01,Pending,,0
EXP0938,,Consulting,2233,2024-10-19,Rejected,,0
EXP0939,,Training,73636,2026-08-18,Rejected,,0
EXP0940,,Recruitment,53578,2026-06-03,Approved,,0
EXP0941,,Training,12376,2025-05-21,Rejected,,0
EXP0942,,Training,36368,2024-12-16,Approved,,0
EXP0943,,Cloud Services,37553,2025-10-30,Pending,,0
EXP0944,,Cloud Services,48395,2025-04-28,Pending,,0
EXP0945,,Training,53260,2025-07-10,Rejected,,0
EXP0946,,Hardware,15874,2024-08-31,Pending,,0
EXP0947,,Office Supplies,12387,2025-07-07,Approved,,0
EXP0948,,Hardware,51279,2026-06-10,Approved,,0
EXP0949,,Maintenance,64738,2025-07-30,Rejected,,0
EXP0950,,Cloud Services,61010,2026-05-11,Pending,,0
EXP0951,,Cloud Services,34089,2025-04-02,Rejected,,0
EXP0952,,Marketing Campaign,56470,2024-12-20,Rejected,,0
EXP0953,,Marketing Campaign,81747,2025-07-03,Approved,,0
EXP0954,,Maintenance,64730,2026-05-24,Rejected,,0
EXP0955,,Maintenance,97160,2026-05-02,Approved,,0
EXP0956,,Marketing Campaign,86840,2025-03-01,Pending,,0
EXP0957,,Travel,27575,2025-05-18,Approved,,0
EXP0958,,Hardware,22229,2026-03-21,Pending,,0
EXP0959,,Cloud Services,67190,2025-07-10,Pending,,0
EXP0960,,Maintenance,95372,2025-04-14,Approved,,0
EXP0961,,Marketing Campaign,53808,2026-04-25,Pending,,0
EXP0962,,Maintenance,93321,2025-07-16,Pending,,0
EXP0963,,Training,84333,2026-02-05,Pending,,0
EXP0964,,Travel,94606,2024-12-24,Pending,,0
EXP0965,,Cloud Services,36573,2024-11-10,Rejected,,0
EXP0966,,Recruitment,99501,2025-12-27,Pending,,0
EXP0967,,Recruitment,94980,2025-09-26,Rejected,,0
EXP0968,,Office Supplies,97689,2025-09-16,Pending,,0
EXP0969,,Travel,15413,2025-05-31,Pending,,0
EXP0970,,Consulting,23711,2026-03-30,Rejected,,0
EXP0971,,Maintenance,91019,2024-09-14,Approved,,0
EXP0972,,Recruitment,14519,2026-04-09,Pending,,0
EXP0973,,Maintenance,32046,2026-08-10,Approved,,0
EXP0974,,Consulting,24880,2025-02-05,Rejected,,0
EXP0975,,Maintenance,18145,2024-09-24,Approved,,0
EXP0976,,Marketing Campaign,79411,2025-04-04,Rejected,,0
EXP0977,,Office Supplies,13301,2025-05-15,Pending,,0
EXP0978,,Consulting,17284,2026-01-26,Rejected,,0
EXP0979,,Maintenance,28798,2024-12-12,Approved,,0
EXP0980,,Training,95987,2025-11-01,Rejected,,0
EXP0981,,Marketing Campaign,18202,2025-05-25,Pending,,0
EXP0982,,Travel,44170,2024-11-16,Rejected,,0
EXP0983,,Consulting,39172,2025-11-22,Rejected,,0
EXP0984,,Consulting,91248,2025-10-26,Approved,,0
EXP0985,,Cloud Services,61121,2025-10-05,Approved,,0
EXP0986,,Office Supplies,69033,2025-03-02,Rejected,,0
EXP0987,,Marketing Campaign,8162,2024-08-30,Rejected,,0
EXP0988,,Training,7423,2026-03-20,Pending,,0
EXP0989,,Marketing Campaign,89315,2025-02-28,Pending,,0
EXP0990,,Travel,15430,2026-08-22,Rejected,,0
EXP0991,,Consulting,53109,2025-08-17,Rejected,,0
EXP0992,,Recruitment,90187,2025-02-16,Rejected,,0
EXP0993,,Training,18967,2025-03-02,Pending,,0
EXP0994,,Recruitment,50262,2025-11-05,Rejected,,0
EXP0995,,Marketing Campaign,26667,2026-07-09,Rejected,,0
EXP0996,,Maintenance,96340,2025-09-27,Approved,,0
EXP0997,,Software License,66975,2025-07-12,Pending,,0
EXP0998,,Marketing Campaign,5381,2025-01-14,Pending,,0
EXP0999,,Training,32165,2025-08-25,Approved,,0
EXP1000,,Recruitment,39527,2026-01-06,Pending,,0
