project_id,project_name,description,start_date,deadline,status,risk_level
P05034,Mobile Banking Application,Mobile Banking Application project for CloudWorks,2026-01-13,2026-07-04,Completed,Low
P05035,E-Commerce Platform,E-Commerce Platform project for Global Traders,2025-07-12,2026-06-04,Delayed,High
P05036,Customer Support Chatbot,Customer Support Chatbot project for MedCare Hospitals,2025-10-09,2026-06-02,In Progress,Low
P05037,Document Management System,Document Management System project for MarketPlus,2025-10-02,2025-11-26,In Progress,High
P05038,Cloud Migration Project,Cloud Migration Project project for FinTech Solutions,2025-06-08,2026-05-16,Completed,High
P05039,AI Demand Forecasting,AI Demand Forecasting project for ServicePro,2026-08-23,2027-04-20,In Progress,High
P05040,Customer Support Chatbot,Customer Support Chatbot project for ServicePro,2025-08-18,2026-06-24,In Progress,Low
P05041,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2026-02-07,2027-01-13,In Progress,High
P05042,Inventory Management System,Inventory Management System project for LogiTech,2025-04-06,2025-11-01,In Progress,Low
P05043,Employee Training Portal,Employee Training Portal project for DigitalHub,2026-08-18,2026-11-28,On Hold,Low
P05044,Online Learning Platform,Online Learning Platform project for EduTech,2026-08-16,2027-02-20,Planning,High
P05045,Warehouse Automation,Warehouse Automation project for CloudWorks,2025-02-11,2025-11-02,In Progress,Medium
P05046,Employee Training Portal,Employee Training Portal project for OfficePro,2026-01-21,2026-03-17,Delayed,Medium
P05047,Employee Payroll System,Employee Payroll System project for DataCorp,2025-12-23,2026-12-05,In Progress,Critical
P05048,CRM Implementation,CRM Implementation project for ServicePro,2025-04-15,2025-09-19,Completed,Medium
P05049,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinanceCorp,2026-04-07,2026-12-19,Delayed,High
P05050,Document Management System,Document Management System project for DataCorp,2026-04-04,2027-03-29,In Progress,Medium
P05051,Supply Chain Analytics,Supply Chain Analytics project for ABC Retail,2026-05-22,2027-04-08,Planning,Medium
P05052,Inventory Management System,Inventory Management System project for Global Traders,2025-12-28,2026-10-06,Planning,Medium
P05053,AI Demand Forecasting,AI Demand Forecasting project for XYZ Technologies,2026-03-01,2026-07-19,Planning,Medium
P05054,Document Management System,Document Management System project for SecureNet,2026-03-10,2026-10-08,In Progress,High
P05055,E-Commerce Platform,E-Commerce Platform project for LogiTech,2026-04-06,2026-10-28,In Progress,High
P05056,Document Management System,Document Management System project for ABC Retail,2025-12-17,2026-11-02,In Progress,Medium
P05057,Document Management System,Document Management System project for SecureNet,2026-03-23,2026-05-19,Completed,High
P05058,Warehouse Automation,Warehouse Automation project for DataCorp,2025-02-06,2025-03-30,In Progress,Medium
P05059,Financial Reporting Dashboard,Financial Reporting Dashboard project for SecureNet,2026-01-06,2026-03-29,In Progress,High
P05060,CRM Implementation,CRM Implementation project for Global Traders,2025-05-02,2026-04-18,In Progress,Low
P05061,Cloud Migration Project,Cloud Migration Project project for DigitalHub,2025-09-02,2026-04-07,Completed,Medium
P05062,CRM Implementation,CRM Implementation project for Global Traders,2026-04-07,2026-12-31,In Progress,Medium
P05063,CRM Implementation,CRM Implementation project for EduTech,2025-03-10,2025-05-24,In Progress,Medium
P05064,CRM Implementation,CRM Implementation project for EduTech,2026-03-29,2026-05-17,Delayed,Medium
P05065,Cloud Migration Project,Cloud Migration Project project for ServicePro,2025-06-05,2026-02-13,Completed,Medium
P05066,Data Warehouse Development,Data Warehouse Development project for ABC Corporation,2026-03-29,2026-12-24,In Progress,Critical
P05067,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,2026-04-05,2026-10-03,Completed,Low
P05068,E-Commerce Platform,E-Commerce Platform project for MarketPlus,2025-01-10,2025-03-22,In Progress,Medium
P05069,E-Commerce Platform,E-Commerce Platform project for DataCorp,2025-05-21,2025-12-08,In Progress,Low
P05070,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,2026-04-29,2027-01-03,In Progress,Medium
P05071,Document Management System,Document Management System project for CloudWorks,2025-07-25,2025-11-15,Completed,Medium
P05072,Online Learning Platform,Online Learning Platform project for RetailAnalytics,2025-09-21,2026-02-09,Delayed,Critical
P05073,Inventory Management System,Inventory Management System project for ServicePro,2025-01-10,2025-10-20,In Progress,Medium
P05074,Employee Payroll System,Employee Payroll System project for FinanceCorp,2026-02-21,2026-06-13,In Progress,Critical
P05075,Mobile Banking Application,Mobile Banking Application project for FinTech Solutions,2025-02-25,2025-05-12,Completed,Low
P05076,Employee Training Portal,Employee Training Portal project for CloudWorks,2025-06-13,2026-02-13,Completed,High
P05077,Healthcare Management System,Healthcare Management System project for ServicePro,2025-10-14,2025-12-05,In Progress,Medium
P05078,E-Commerce Platform,E-Commerce Platform project for DigitalHub,2026-04-07,2026-10-07,In Progress,Medium
P05079,Warehouse Automation,Warehouse Automation project for FinanceCorp,2025-10-26,2026-06-10,In Progress,High
P05080,Cloud Migration Project,Cloud Migration Project project for DataCorp,2026-08-13,2026-10-17,In Progress,Medium
P05081,Healthcare Management System,Healthcare Management System project for Global Traders,2025-11-10,2026-07-22,Completed,Medium
P05082,Cloud Migration Project,Cloud Migration Project project for MedCare Hospitals,2025-06-02,2026-04-06,In Progress,High
P05083,E-Commerce Platform,E-Commerce Platform project for Global Traders,2025-04-25,2026-04-16,In Progress,Medium
P05084,Supply Chain Analytics,Supply Chain Analytics project for EduTech,2026-04-16,2026-08-24,In Progress,Low
P05085,Cloud Migration Project,Cloud Migration Project project for ABC Retail,2025-10-03,2026-03-01,In Progress,Critical
P05086,Healthcare Management System,Healthcare Management System project for XYZ Technologies,2025-12-29,2026-08-28,Completed,High
P05087,Warehouse Automation,Warehouse Automation project for CloudWorks,2025-08-11,2026-04-04,In Progress,High
P05088,Customer Support Chatbot,Customer Support Chatbot project for CloudWorks,2025-06-13,2026-02-07,Completed,High
P05089,Mobile Banking Application,Mobile Banking Application project for MedCare Hospitals,2025-12-26,2026-05-20,Completed,High
P05090,Cloud Migration Project,Cloud Migration Project project for LogiTech,2025-06-26,2025-08-27,Completed,Medium
P05091,Social Media Analytics,Social Media Analytics project for LogiTech,2026-08-23,2026-10-14,In Progress,Low
P05092,Employee Training Portal,Employee Training Portal project for PeopleFirst,2026-03-15,2027-03-14,In Progress,High
P05093,E-Commerce Platform,E-Commerce Platform project for LogiTech,2026-05-07,2026-10-29,In Progress,High
P05094,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,2025-06-20,2025-12-25,Completed,High
P05095,Supply Chain Analytics,Supply Chain Analytics project for ServicePro,2025-01-18,2025-09-20,In Progress,High
P05096,Inventory Management System,Inventory Management System project for Global Traders,2025-01-29,2025-05-19,Planning,Medium
P05097,CRM Implementation,CRM Implementation project for LogiTech,2026-05-31,2026-11-14,In Progress,Medium
P05098,Healthcare Management System,Healthcare Management System project for XYZ Technologies,2026-06-09,2026-12-10,Completed,Medium
P05099,Document Management System,Document Management System project for DataCorp,2026-02-12,2026-04-28,In Progress,High
P05100,Financial Reporting Dashboard,Financial Reporting Dashboard project for ABC Corporation,2025-12-20,2026-08-14,In Progress,Medium
P05101,Online Learning Platform,Online Learning Platform project for ABC Corporation,2025-05-06,2025-08-21,Completed,Low
P05102,Cloud Migration Project,Cloud Migration Project project for CloudWorks,2026-04-01,2026-05-16,Planning,Medium
P05103,Customer Support Chatbot,Customer Support Chatbot project for XYZ Technologies,2025-11-06,2026-07-07,In Progress,Medium
P05104,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Corporation,2025-12-28,2026-05-18,Delayed,Medium
P05105,Mobile Banking Application,Mobile Banking Application project for RetailAnalytics,2025-01-15,2025-10-16,In Progress,Medium
P05106,CRM Implementation,CRM Implementation project for SalesPro,2025-11-06,2026-06-10,In Progress,Medium
P05107,Employee Payroll System,Employee Payroll System project for EduTech,2026-02-21,2026-04-16,In Progress,Medium
P05108,AI Demand Forecasting,AI Demand Forecasting project for CloudWorks,2026-04-07,2026-12-30,In Progress,Medium
P05109,Healthcare Management System,Healthcare Management System project for MarketPlus,2025-03-29,2025-05-26,Completed,Medium
P05110,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,2025-01-20,2025-06-14,In Progress,Medium
P05111,Cloud Migration Project,Cloud Migration Project project for OfficePro,2026-05-29,2027-02-17,In Progress,Critical
P05112,Data Warehouse Development,Data Warehouse Development project for LogiTech,2025-07-07,2025-12-28,In Progress,Medium
P05113,AI Demand Forecasting,AI Demand Forecasting project for OfficePro,2025-10-11,2026-03-28,Planning,Medium
P05114,E-Commerce Platform,E-Commerce Platform project for XYZ Technologies,2026-01-12,2026-05-07,In Progress,High
P05115,Customer Support Chatbot,Customer Support Chatbot project for MedCare Hospitals,2025-10-22,2026-04-27,In Progress,Medium
P05116,Financial Reporting Dashboard,Financial Reporting Dashboard project for MedCare Hospitals,2026-07-21,2026-12-06,On Hold,Medium
P05117,Financial Reporting Dashboard,Financial Reporting Dashboard project for DataCorp,2026-05-21,2027-05-03,Planning,High
P05118,Marketing Analytics Platform,Marketing Analytics Platform project for SalesPro,2025-08-25,2026-05-16,Planning,Low
P05119,Social Media Analytics,Social Media Analytics project for MarketPlus,2025-04-25,2026-03-26,Completed,Critical
P05120,E-Commerce Platform,E-Commerce Platform project for FinanceCorp,2026-08-09,2027-01-08,Planning,Medium
P05121,Warehouse Automation,Warehouse Automation project for CloudWorks,2026-03-01,2027-02-13,In Progress,High
P05122,CRM Implementation,CRM Implementation project for FinanceCorp,2026-03-30,2026-08-11,Delayed,Critical
P05123,CRM Implementation,CRM Implementation project for MarketPlus,2025-10-06,2026-02-26,Completed,High
P05124,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,2025-10-18,2026-03-07,In Progress,Medium
P05125,Mobile Banking Application,Mobile Banking Application project for DigitalHub,2025-04-20,2025-12-09,In Progress,Medium
P05126,Cybersecurity Upgrade,Cybersecurity Upgrade project for SecureNet,2025-09-15,2026-05-14,In Progress,Medium
P05127,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,2025-11-22,2026-01-26,In Progress,Medium
P05128,Cloud Migration Project,Cloud Migration Project project for OfficePro,2025-03-19,2025-10-29,Planning,High
P05129,Data Warehouse Development,Data Warehouse Development project for DataCorp,2026-01-17,2027-01-01,In Progress,Medium
P05130,CRM Implementation,CRM Implementation project for ABC Corporation,2026-01-05,2026-06-29,Completed,Medium
P05131,Healthcare Management System,Healthcare Management System project for CloudWorks,2026-05-20,2027-02-12,In Progress,High
P05132,Employee Training Portal,Employee Training Portal project for Global Traders,2025-02-01,2025-10-06,Completed,Medium
P05133,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-05-16,2026-05-09,In Progress,High
P05134,E-Commerce Platform,E-Commerce Platform project for LogiTech,2025-09-15,2026-05-23,In Progress,Low
P05135,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,2026-06-12,2026-12-24,In Progress,High
P05136,HR Automation System,HR Automation System project for ABC Corporation,2025-05-23,2025-07-11,In Progress,Low
P05137,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Corporation,2026-08-07,2027-06-05,In Progress,High
P05138,Data Warehouse Development,Data Warehouse Development project for RetailAnalytics,2026-07-28,2026-12-28,In Progress,Medium
P05139,HR Automation System,HR Automation System project for RetailAnalytics,2025-02-26,2026-02-01,Delayed,High
P05140,AI Demand Forecasting,AI Demand Forecasting project for MarketPlus,2025-08-06,2025-12-07,Completed,Medium
P05141,Employee Training Portal,Employee Training Portal project for ABC Retail,2025-06-05,2025-12-06,In Progress,Medium
P05142,E-Commerce Platform,E-Commerce Platform project for DataCorp,2025-10-21,2026-08-27,In Progress,High
P05143,Data Warehouse Development,Data Warehouse Development project for SecureNet,2026-07-09,2026-10-10,Delayed,High
P05144,Online Learning Platform,Online Learning Platform project for OfficePro,2025-08-14,2025-12-25,In Progress,Low
P05145,CRM Implementation,CRM Implementation project for OfficePro,2026-02-02,2026-11-27,In Progress,High
P05146,Employee Payroll System,Employee Payroll System project for SalesPro,2025-03-24,2025-08-17,Completed,Medium
P05147,Marketing Analytics Platform,Marketing Analytics Platform project for FinTech Solutions,2025-12-09,2026-11-25,Planning,High
P05148,Warehouse Automation,Warehouse Automation project for ServicePro,2025-07-31,2026-03-05,Completed,High
P05149,Employee Training Portal,Employee Training Portal project for SecureNet,2026-07-05,2027-05-10,In Progress,High
P05150,Cloud Migration Project,Cloud Migration Project project for SalesPro,2026-04-13,2026-11-19,Completed,Medium
P05151,Inventory Management System,Inventory Management System project for LogiTech,2025-05-10,2025-07-08,In Progress,Medium
P05152,CRM Implementation,CRM Implementation project for LogiTech,2026-01-08,2026-11-08,Planning,Medium
P05153,Financial Reporting Dashboard,Financial Reporting Dashboard project for SecureNet,2025-07-25,2026-01-20,Delayed,Low
P05154,Data Warehouse Development,Data Warehouse Development project for LogiTech,2025-09-20,2026-03-08,In Progress,High
P05155,Warehouse Automation,Warehouse Automation project for Global Traders,2025-10-05,2026-07-12,In Progress,High
P05156,Social Media Analytics,Social Media Analytics project for RetailAnalytics,2026-05-08,2026-09-19,Completed,High
P05157,Document Management System,Document Management System project for MedCare Hospitals,2025-06-24,2025-12-22,In Progress,Low
P05158,Mobile Banking Application,Mobile Banking Application project for FinanceCorp,2025-01-03,2025-08-30,Planning,High
P05159,Mobile Banking Application,Mobile Banking Application project for XYZ Technologies,2025-04-26,2025-12-16,In Progress,Medium
P05160,Document Management System,Document Management System project for MarketPlus,2026-05-11,2027-02-13,Delayed,Medium
P05161,Employee Training Portal,Employee Training Portal project for RetailAnalytics,2025-06-28,2025-09-07,In Progress,Medium
P05162,E-Commerce Platform,E-Commerce Platform project for Global Traders,2025-02-05,2026-02-02,Delayed,Medium
P05163,Financial Reporting Dashboard,Financial Reporting Dashboard project for ServicePro,2025-08-29,2026-04-25,In Progress,Medium
P05164,Warehouse Automation,Warehouse Automation project for Global Traders,2026-06-07,2027-02-04,Planning,High
P05165,Employee Training Portal,Employee Training Portal project for XYZ Technologies,2026-06-08,2027-05-01,Completed,Medium
P05166,HR Automation System,HR Automation System project for SalesPro,2026-07-23,2027-02-10,In Progress,Medium
P05167,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,2026-02-15,2026-04-10,Completed,Medium
P05168,Inventory Management System,Inventory Management System project for PeopleFirst,2026-05-07,2026-08-02,In Progress,Low
P05169,Employee Training Portal,Employee Training Portal project for LogiTech,2026-04-09,2027-03-23,Planning,Medium
P05170,E-Commerce Platform,E-Commerce Platform project for SalesPro,2025-01-12,2026-01-07,In Progress,High
P05171,CRM Implementation,CRM Implementation project for XYZ Technologies,2025-09-08,2025-11-18,In Progress,Medium
P05172,Supply Chain Analytics,Supply Chain Analytics project for MedCare Hospitals,2025-11-12,2026-08-03,In Progress,Medium
P05173,Social Media Analytics,Social Media Analytics project for LogiTech,2025-10-06,2026-06-19,Delayed,Medium
P05174,Healthcare Management System,Healthcare Management System project for XYZ Technologies,2026-05-13,2026-08-18,Completed,Medium
P05175,Customer Support Chatbot,Customer Support Chatbot project for LogiTech,2026-08-13,2027-06-05,Completed,Low
P05176,Inventory Management System,Inventory Management System project for MarketPlus,2025-11-24,2026-06-04,In Progress,Medium
P05177,Customer Support Chatbot,Customer Support Chatbot project for LogiTech,2025-02-27,2025-06-25,Planning,High
P05178,Marketing Analytics Platform,Marketing Analytics Platform project for CloudWorks,2025-08-04,2026-03-16,Completed,High
P05179,HR Automation System,HR Automation System project for PeopleFirst,2025-04-29,2026-03-29,Planning,Medium
P05180,Supply Chain Analytics,Supply Chain Analytics project for PeopleFirst,2025-10-10,2026-02-01,Planning,Medium
P05181,Social Media Analytics,Social Media Analytics project for ABC Retail,2025-05-21,2026-01-19,In Progress,Medium
P05182,Employee Payroll System,Employee Payroll System project for SalesPro,2025-02-18,2025-11-24,Delayed,High
P05183,CRM Implementation,CRM Implementation project for OfficePro,2025-04-13,2025-12-14,Completed,Medium
P05184,Social Media Analytics,Social Media Analytics project for DigitalHub,2025-10-25,2026-07-05,Planning,Low
P05185,Employee Payroll System,Employee Payroll System project for MedCare Hospitals,2025-03-26,2025-12-28,Delayed,Critical
P05186,Data Warehouse Development,Data Warehouse Development project for PeopleFirst,2025-01-17,2025-05-16,Completed,Low
P05187,Social Media Analytics,Social Media Analytics project for IndustrialTech,2025-06-18,2025-09-03,In Progress,Critical
P05188,Mobile Banking Application,Mobile Banking Application project for ABC Corporation,2026-01-22,2027-01-18,In Progress,Medium
P05189,Warehouse Automation,Warehouse Automation project for DigitalHub,2026-01-14,2026-06-10,In Progress,Medium
P05190,Financial Reporting Dashboard,Financial Reporting Dashboard project for SalesPro,2025-08-23,2026-08-06,In Progress,Medium
P05191,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,2026-02-03,2026-06-13,In Progress,High
P05192,Document Management System,Document Management System project for SecureNet,2025-04-25,2025-09-01,In Progress,Medium
P05193,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,2026-03-10,2026-05-01,In Progress,Medium
P05194,HR Automation System,HR Automation System project for RetailAnalytics,2025-01-11,2025-07-16,In Progress,Low
P05195,Employee Training Portal,Employee Training Portal project for DigitalHub,2025-03-23,2026-03-05,In Progress,Low
P05196,Supply Chain Analytics,Supply Chain Analytics project for LogiTech,2026-07-08,2027-06-04,Completed,High
P05197,Document Management System,Document Management System project for EduTech,2025-10-08,2026-02-27,In Progress,Medium
P05198,Document Management System,Document Management System project for SalesPro,2025-11-30,2026-05-24,Completed,High
P05199,Online Learning Platform,Online Learning Platform project for DigitalHub,2025-08-27,2026-05-13,On Hold,High
P05200,AI Demand Forecasting,AI Demand Forecasting project for ABC Corporation,2026-01-24,2027-01-09,Completed,Medium
P05201,Supply Chain Analytics,Supply Chain Analytics project for MedCare Hospitals,2026-03-25,2026-11-18,In Progress,High
P05202,Supply Chain Analytics,Supply Chain Analytics project for SecureNet,2026-04-13,2026-07-31,Completed,Medium
P05203,Warehouse Automation,Warehouse Automation project for RetailAnalytics,2025-05-30,2025-11-04,Delayed,High
P05204,Data Warehouse Development,Data Warehouse Development project for OfficePro,2026-01-11,2026-10-14,Completed,Medium
P05205,Cloud Migration Project,Cloud Migration Project project for FinTech Solutions,2026-04-16,2026-06-07,Planning,Medium
P05206,Marketing Analytics Platform,Marketing Analytics Platform project for OfficePro,2025-09-05,2026-04-29,In Progress,High
P05207,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,2025-08-18,2026-06-05,Planning,High
P05208,Employee Payroll System,Employee Payroll System project for Global Traders,2026-01-12,2026-06-16,Planning,Low
P05209,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-12-11,2026-07-16,Completed,Medium
P05210,E-Commerce Platform,E-Commerce Platform project for ServicePro,2025-06-01,2026-03-02,In Progress,High
P05211,Mobile Banking Application,Mobile Banking Application project for OfficePro,2026-07-29,2027-03-21,Completed,High
P05212,Mobile Banking Application,Mobile Banking Application project for PeopleFirst,2025-12-03,2026-01-24,In Progress,High
P05213,Marketing Analytics Platform,Marketing Analytics Platform project for EduTech,2025-12-05,2026-07-25,In Progress,Low
P05214,CRM Implementation,CRM Implementation project for SalesPro,2025-05-04,2025-08-30,Planning,Medium
P05215,Warehouse Automation,Warehouse Automation project for LogiTech,2026-02-10,2026-11-18,In Progress,Critical
P05216,Customer Support Chatbot,Customer Support Chatbot project for OfficePro,2026-07-05,2026-11-10,Planning,Low
P05217,Employee Payroll System,Employee Payroll System project for Global Traders,2026-03-12,2027-03-05,Delayed,High
P05218,Data Warehouse Development,Data Warehouse Development project for MedCare Hospitals,2025-11-02,2026-01-23,In Progress,Medium
P05219,HR Automation System,HR Automation System project for ServicePro,2026-01-17,2026-12-12,Planning,High
P05220,Employee Training Portal,Employee Training Portal project for IndustrialTech,2025-05-21,2025-07-15,Planning,Low
P05221,Healthcare Management System,Healthcare Management System project for CloudWorks,2025-02-06,2025-10-27,In Progress,Low
P05222,Social Media Analytics,Social Media Analytics project for DataCorp,2026-01-19,2026-06-25,In Progress,Medium
P05223,Document Management System,Document Management System project for OfficePro,2025-04-20,2025-08-05,On Hold,High
P05224,Warehouse Automation,Warehouse Automation project for Global Traders,2025-02-24,2025-06-18,In Progress,High
P05225,Cloud Migration Project,Cloud Migration Project project for RetailAnalytics,2026-04-10,2026-06-06,Planning,High
P05226,Marketing Analytics Platform,Marketing Analytics Platform project for FinTech Solutions,2025-09-18,2025-12-14,Completed,Critical
P05227,Healthcare Management System,Healthcare Management System project for PeopleFirst,2026-05-27,2026-11-13,In Progress,Medium
P05228,Employee Payroll System,Employee Payroll System project for SecureNet,2026-06-04,2026-09-07,In Progress,High
P05229,HR Automation System,HR Automation System project for IndustrialTech,2025-03-15,2026-03-04,Delayed,Low
P05230,Financial Reporting Dashboard,Financial Reporting Dashboard project for Global Traders,2026-04-06,2027-02-09,In Progress,Medium
P05231,Mobile Banking Application,Mobile Banking Application project for RetailAnalytics,2025-07-20,2026-02-01,In Progress,Medium
P05232,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,2026-02-27,2026-05-13,Delayed,Critical
P05233,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinTech Solutions,2025-01-27,2026-01-22,In Progress,High
P05234,Inventory Management System,Inventory Management System project for EduTech,2025-10-10,2026-07-13,Planning,Low
P05235,Employee Training Portal,Employee Training Portal project for IndustrialTech,2026-01-13,2026-04-26,In Progress,Critical
P05236,Social Media Analytics,Social Media Analytics project for MarketPlus,2025-09-26,2025-11-27,Planning,High
P05237,Online Learning Platform,Online Learning Platform project for ABC Corporation,2025-11-28,2026-07-29,In Progress,High
P05238,Warehouse Automation,Warehouse Automation project for FinanceCorp,2025-01-07,2025-03-06,Completed,Medium
P05239,Document Management System,Document Management System project for CloudWorks,2025-01-05,2025-09-03,On Hold,Medium
P05240,Document Management System,Document Management System project for RetailAnalytics,2025-12-27,2026-07-01,Completed,Low
P05241,Employee Training Portal,Employee Training Portal project for SalesPro,2025-09-07,2026-07-30,Delayed,High
P05242,Social Media Analytics,Social Media Analytics project for SecureNet,2025-12-13,2026-05-29,In Progress,Low
P05243,Document Management System,Document Management System project for PeopleFirst,2025-08-04,2026-02-08,In Progress,Medium
P05244,AI Demand Forecasting,AI Demand Forecasting project for PeopleFirst,2025-01-04,2025-08-11,In Progress,Medium
P05245,Employee Training Portal,Employee Training Portal project for LogiTech,2026-02-25,2027-02-19,In Progress,Medium
P05246,Customer Support Chatbot,Customer Support Chatbot project for PeopleFirst,2025-03-24,2025-12-18,In Progress,High
P05247,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,2026-04-16,2026-12-31,Planning,Medium
P05248,Document Management System,Document Management System project for EduTech,2025-01-08,2025-06-01,Delayed,Medium
P05249,Document Management System,Document Management System project for MedCare Hospitals,2026-07-12,2027-01-27,In Progress,Low
P05250,Online Learning Platform,Online Learning Platform project for OfficePro,2025-06-01,2025-09-16,Completed,Medium
P05251,Mobile Banking Application,Mobile Banking Application project for SecureNet,2026-06-20,2026-12-07,Planning,Low
P05252,Supply Chain Analytics,Supply Chain Analytics project for EduTech,2025-01-03,2025-11-07,In Progress,Low
P05253,Cybersecurity Upgrade,Cybersecurity Upgrade project for MarketPlus,2025-09-28,2025-12-13,Completed,Medium
P05254,Online Learning Platform,Online Learning Platform project for CloudWorks,2025-09-08,2025-12-14,In Progress,Medium
P05255,Healthcare Management System,Healthcare Management System project for PeopleFirst,2025-04-09,2025-11-27,Planning,Critical
P05256,Healthcare Management System,Healthcare Management System project for FinanceCorp,2025-10-13,2026-08-09,In Progress,Low
P05257,HR Automation System,HR Automation System project for IndustrialTech,2025-05-10,2026-05-02,In Progress,Low
P05258,Financial Reporting Dashboard,Financial Reporting Dashboard project for FinanceCorp,2025-09-20,2026-05-10,In Progress,High
P05259,Data Warehouse Development,Data Warehouse Development project for FinTech Solutions,2025-08-13,2026-04-25,In Progress,Low
P05260,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2025-04-30,2025-09-14,Planning,High
P05261,AI Demand Forecasting,AI Demand Forecasting project for SecureNet,2026-04-19,2026-10-12,In Progress,High
P05262,HR Automation System,HR Automation System project for MedCare Hospitals,2025-11-11,2026-04-05,Delayed,High
P05263,Online Learning Platform,Online Learning Platform project for SalesPro,2026-05-19,2026-08-06,In Progress,Medium
P05264,Marketing Analytics Platform,Marketing Analytics Platform project for SecureNet,2026-05-04,2026-10-14,In Progress,Low
P05265,Warehouse Automation,Warehouse Automation project for PeopleFirst,2025-06-07,2025-09-29,Completed,Critical
P05266,Social Media Analytics,Social Media Analytics project for RetailAnalytics,2025-06-24,2026-02-13,Completed,High
P05267,Cloud Migration Project,Cloud Migration Project project for DigitalHub,2026-07-25,2027-05-07,Planning,High
P05268,CRM Implementation,CRM Implementation project for LogiTech,2025-07-07,2026-06-30,In Progress,Medium
P05269,Data Warehouse Development,Data Warehouse Development project for ServicePro,2025-02-26,2026-01-18,In Progress,Medium
P05270,Cloud Migration Project,Cloud Migration Project project for XYZ Technologies,2025-11-22,2026-04-17,In Progress,High
P05271,Inventory Management System,Inventory Management System project for EduTech,2026-08-04,2027-07-15,Planning,Low
P05272,Supply Chain Analytics,Supply Chain Analytics project for DataCorp,2025-05-21,2026-05-02,Completed,Critical
P05273,Customer Support Chatbot,Customer Support Chatbot project for DataCorp,2026-01-18,2026-08-12,In Progress,Critical
P05274,Marketing Analytics Platform,Marketing Analytics Platform project for ABC Retail,2025-07-22,2025-11-09,Planning,Medium
P05275,CRM Implementation,CRM Implementation project for SecureNet,2025-08-19,2026-06-08,In Progress,Medium
P05276,Customer Support Chatbot,Customer Support Chatbot project for PeopleFirst,2025-09-29,2025-12-19,In Progress,Medium
P05277,Customer Support Chatbot,Customer Support Chatbot project for SecureNet,2025-03-27,2025-09-03,Planning,Medium
P05278,Warehouse Automation,Warehouse Automation project for CloudWorks,2025-08-20,2026-03-23,In Progress,Medium
P05279,Employee Training Portal,Employee Training Portal project for ABC Retail,2025-06-13,2026-04-30,In Progress,High
P05280,Inventory Management System,Inventory Management System project for MarketPlus,2026-05-06,2027-04-28,In Progress,Medium
P05281,Cybersecurity Upgrade,Cybersecurity Upgrade project for SalesPro,2025-05-17,2026-03-19,In Progress,Medium
P05282,Cybersecurity Upgrade,Cybersecurity Upgrade project for EduTech,2026-05-25,2026-12-11,Planning,Medium
P05283,Warehouse Automation,Warehouse Automation project for EduTech,2025-01-11,2025-03-24,In Progress,Medium
P05284,Employee Payroll System,Employee Payroll System project for CloudWorks,2025-08-30,2026-06-26,Completed,Medium
P05285,AI Demand Forecasting,AI Demand Forecasting project for EduTech,2025-06-10,2026-04-25,In Progress,Critical
P05286,Online Learning Platform,Online Learning Platform project for MedCare Hospitals,2025-09-26,2026-04-10,Planning,Low
P05287,Financial Reporting Dashboard,Financial Reporting Dashboard project for SalesPro,2026-04-08,2026-11-16,Planning,High
P05288,Social Media Analytics,Social Media Analytics project for FinanceCorp,2026-07-29,2027-06-11,Delayed,Medium
P05289,Financial Reporting Dashboard,Financial Reporting Dashboard project for MarketPlus,2026-03-13,2026-06-08,In Progress,High
P05290,Financial Reporting Dashboard,Financial Reporting Dashboard project for LogiTech,2025-10-29,2026-08-30,In Progress,Medium
P05291,Warehouse Automation,Warehouse Automation project for SecureNet,2025-11-04,2026-06-01,Completed,Medium
P05292,Social Media Analytics,Social Media Analytics project for DigitalHub,2026-08-19,2027-05-10,Completed,Medium
P05293,Healthcare Management System,Healthcare Management System project for SalesPro,2026-08-18,2026-12-01,Delayed,High
P05294,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinTech Solutions,2026-04-03,2026-11-30,In Progress,Medium
P05295,Document Management System,Document Management System project for DataCorp,2025-04-09,2025-08-17,On Hold,Medium
